unit_id	image_name	source_molecule_id	row_index	unit_index	atoms	atom_count	bounds_x	bounds_y	bounds_w	bounds_h
p007-u107	page-007.jpg	img7-m103	20	107	c:1 a:1 b:1 c:1 a:1 c:1 f:1 j:1 c:1 f:1 i:1 d:1 e:1 f:1 f:1 i:1 c:1 h:1	18	1433	2440	291	78
p094-u001	page-094.jpg	img94-m1	1	1	e:1 a:1 e:1 b:1 c:1 a:1 b:1 d:1 n:1 e:1 g:1 e:1 e:1 c:1 a:1 m:1 c:1 a:1	18	791	392	272	200
p094-u002	page-094.jpg	img94-m6	1	2	e:1 g:1 e:1 e:1 c:1 f:1 i:1 d:1	8	1076	525	148	63
p094-u003	page-094.jpg	img94-m7	1	3	e:1 a:1 m:1 c:1 a:1 d:1 g:1 e:1 e:1 h:1	10	1160	591	146	95
p094-u004	page-094.jpg	img94-m3	1	4	e:1 g:1 e:1 c:1 f:1 j:1 n:1 e:1 g:1 e:1 c:1	11	1267	519	232	70
p094-u005	page-094.jpg	img94-m4	1	5	e:1 g:1 e:1 c:1 a:1 e:1 b:1 c:1 a:1 b:1 d:1 e:1 g:1 e:1 e:1 h:1	16	1555	474	224	135
p094-u006	page-094.jpg	img94-m2	1	6	e:1 i:1 d:1 e:1 f:1 f:1 j:1	7	1803	532	107	92
p094-u007	page-094.jpg	img94-m5	1	7	e:1 i:1 d:1 e:1 f:1 f:1 i:1 d:1 e:1 h:1	10	2056	562	139	95
p094-u008	page-094.jpg	img94-m9	2	8	e:1 c:1 h:2 n:1 c:2 g:1 e:1 e:1 e:1 e:1 h:1	11	841	624	170	91
p094-u009	page-094.jpg	img94-m13	2	9	n:1 e:1 g:1 e:1 e:1 h:1	6	1061	629	97	81
p094-u010	page-094.jpg	img94-m10	2	10	c:1 a:1 m:1 c:1 a:1 e:1 g:1 e:1 e:1 e:1 h:1	11	1347	592	201	104
p094-u011	page-094.jpg	img94-m8	2	11	e:1 c:1 h:2 e:1 f:1 k:1 e:1 c:1 h:2 e:1 h:1	11	1592	619	188	75
p094-u012	page-094.jpg	img94-m12	2	12	e:1 g:1 e:1 c:1 f:1 i:1 d:1 e:1 h:1	9	1818	637	171	86
p094-u013	page-094.jpg	img94-m11	2	13	e:1 c:2 h:2 e:1 f:1 k:1 e:1 h:1	8	2066	654	158	73
p094-u014	page-094.jpg	img94-m18	3	14	n:1 e:1 g:1 e:1 c:1 f:1 j:1	7	841	712	128	66
p094-u015	page-094.jpg	img94-m19	3	15	e:1 g:1 e:1 e:1 f:1 f:1 i:1 d:1	8	1005	719	120	46
p094-u016	page-094.jpg	img94-m20	3	16	c:1 a:1 m:1 c:2 a:1 e:1 c:1 f:1 j:1	9	1189	692	198	81
p094-u017	page-094.jpg	img94-m14	3	17	e:1 c:1 h:2 c:1 f:1 i:1 d:1	7	1431	704	98	53
p094-u018	page-094.jpg	img94-m16	3	18	c:1 a:1 e:1 b:1 a:1 c:2 e:1 g:1 e:1 c:1 f:1 j:1	12	1579	680	218	85
p094-u019	page-094.jpg	img94-m17	3	19	c:2 g:1 e:1 a:1 b:1 c:1 a:1 e:1 g:1 e:1 e:1 h:1	12	1823	702	193	104
p094-u020	page-094.jpg	img94-m15	3	20	e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1	9	2069	726	161	60
p094-u021	page-094.jpg	img94-m25	4	21	a:1 m:1 c:1 a:1 e:1 b:1 c:1 a:1 c:1 f:1 j:1	11	834	776	195	94
p094-u022	page-094.jpg	img94-m27	4	22	n:1 e:1 g:1 e:1 e:1 e:1 e:1 h:1	8	1070	803	167	64
p094-u023	page-094.jpg	img94-m22	4	23	a:1 b:1 c:1 a:1 c:1 f:1 j:1	7	1275	772	108	84
p094-u024	page-094.jpg	img94-m26	4	24	n:1 e:1 g:1 e:1 c:1	5	1414	792	88	58
p094-u025	page-094.jpg	img94-m21	4	25	a:1 b:1 c:1 a:1 e:1 e:1 e:1 g:1 e:1 e:1 h:1	11	1543	760	207	90
p094-u026	page-094.jpg	img94-m24	4	26	a:1 m:1 c:1 a:1 e:1 b:1 c:1 a:1 e:1 h:1	10	1790	773	165	113
p094-u027	page-094.jpg	img94-m23	4	27	e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1 e:1 h:1	10	2064	793	140	108
p094-u028	page-094.jpg	img94-m29	5	28	e:1 c:1 h:2 n:1 e:1 g:1 e:1 c:1 f:1 j:1 e:1 h:1	12	850	869	221	110
p094-u029	page-094.jpg	img94-m34	5	29	n:1 e:1 g:1 e:1 e:1 e:1 e:1 i:1 d:1	9	1121	871	146	65
p094-u030	page-094.jpg	img94-m33	5	30	e:1 g:1 e:1 c:1 f:1 i:1 d:1	7	1325	876	142	55
p094-u031	page-094.jpg	img94-m31	5	31	c:1 e:1 c:1 h:2 e:1 h:1	6	1526	862	108	81
p094-u032	page-094.jpg	img94-m30	5	32	n:1 e:1 g:1 e:1 e:1 h:1	6	1690	858	93	82
p094-u033	page-094.jpg	img94-m28	5	33	e:1 i:1 c:2 e:1 h:1	5	1849	877	54	77
p094-u034	page-094.jpg	img94-m32	5	34	e:1 i:1 d:1 e:1 f:1 f:1 i:1 d:1 e:1 h:1	10	2032	893	142	100
p094-u035	page-094.jpg	img94-m39	6	35	e:1 g:1 e:1 c:1 e:1 c:1 h:2 e:1 h:1	9	852	970	161	74
p094-u036	page-094.jpg	img94-m38	6	36	e:1 g:1 e:1 e:1 c:1 f:1 i:1 d:1	8	1067	958	181	55
p094-u037	page-094.jpg	img94-m36	6	37	e:1 i:1 d:1 e:1 f:1 k:1 f:1 i:1 d:1	9	1321	948	156	58
p094-u038	page-094.jpg	img94-m35	6	38	e:1 c:2 h:2 c:1 e:1 g:1 e:1 c:1 e:1 c:1 h:2	11	1723	952	221	47
p094-u039	page-094.jpg	img94-m37	6	39	e:1 g:1 e:1 c:1 f:1 j:1	6	2004	987	119	40
p094-u040	page-094.jpg	img94-m40	7	40	e:1 a:1 e:1 b:1 c:1 a:1 b:1 d:1 e:1 g:1 e:1 c:1 e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1	21	737	2383	295	126
p094-u041	page-094.jpg	img94-m42	7	41	e:1 c:1 h:2 e:1 f:1 l:1 f:1 j:1 d:1	9	1085	2428	116	74
p094-u042	page-094.jpg	img94-m41	7	42	e:1 c:1 h:2 e:1 a:1 m:1 c:1 a:1 g:1 e:1 e:1 h:1	12	1241	2398	173	115
p094-u043	page-094.jpg	img94-m44	8	43	e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1	9	765	2540	151	47
p094-u044	page-094.jpg	img94-m46	8	44	e:1 g:1 e:1 e:1	4	964	2560	94	21
p094-u045	page-094.jpg	img94-m47	8	45	c:1 a:1 e:1 b:1 c:1 a:1 e:1 f:1 f:1 i:1 d:1	11	1080	2510	164	70
p094-u046	page-094.jpg	img94-m45	8	46	e:1 g:1 e:1 c:1 e:1 c:1 h:2 e:1 f:1 f:1 j:1 e:1 h:1	13	1272	2520	248	79
p094-u047	page-094.jpg	img94-m43	8	47	e:1 i:1 d:1 e:1 f:1 f:1 j:1	7	1546	2515	120	66
p094-u048	page-094.jpg	img94-m53	9	48	a:1 m:1 c:1 a:1 m:1 c:1 a:1 c:2 g:1 e:1 e:1 e:1 e:1 h:1	14	744	2587	282	135
p094-u049	page-094.jpg	img94-m51	9	49	e:1 g:1 e:1 e:1 a:1 e:1 b:1 c:1 a:1 e:1 h:1	11	1061	2576	175	103
p094-u050	page-094.jpg	img94-m50	9	50	e:1 g:1 e:1 c:1 f:1 j:1	6	1280	2606	123	34
p094-u051	page-094.jpg	img94-m49	9	51	e:1 g:1 e:1 c:1 f:1 j:1	6	1455	2606	134	34
p094-u052	page-094.jpg	img94-m48	9	52	e:1 c:2 h:2 e:1 k:1 f:1 i:1 d:1	8	1624	2585	126	48
p094-u053	page-094.jpg	img94-m56	9	53	e:1 g:1 e:1 c:1 f:1 j:1	6	1933	2675	118	34
p094-u054	page-094.jpg	img94-m55	9	54	e:1 g:1 e:1 c:1 e:1 c:1 h:2 e:1 h:1	9	2094	2647	175	73
p094-u055	page-094.jpg	img94-m52	9	55	e:1 c:1 h:2 e:1 f:1 f:1 j:1 d:1	8	2317	2616	114	67
p094-u056	page-094.jpg	img94-m59	10	56	e:1 g:1 e:1 c:1 a:1 c:2 b:1 c:1 a:1 e:1 g:1 e:1 c:1 f:1 j:1 a:1 m:1 c:1 a:1 c:2 g:1 e:1 e:1 e:1 h:1	25	764	2665	493	120
p094-u057	page-094.jpg	img94-m57	10	57	c:1 a:1 m:1 c:1 a:1 c:2 g:1 e:1 c:1 a:1 m:1 c:1 a:1 e:1 g:1 e:1 e:1 h:1	18	1297	2652	377	102
p094-u058	page-094.jpg	img94-m54	10	58	e:1 c:1 h:2 e:1 h:1	5	1706	2677	59	70
p094-u059	page-094.jpg	img94-m60	10	59	e:1 c:1 h:2 e:1 g:1 e:1 e:1 h:1	8	1934	2737	125	66
p094-u060	page-094.jpg	img94-m58	10	60	e:1 c:1 h:2 e:1 f:1 k:1 f:1 j:1 d:1	9	2116	2731	168	45
p094-u061	page-094.jpg	img94-m61	10	61	e:1 g:1 e:1 e:1 h:1	5	2326	2736	85	51
p094-u062	page-094.jpg	img94-m68	11	62	c:1 a:1 e:1 b:1 c:1 a:1 e:1 e:1 e:1 h:1	10	772	2767	149	106
p094-u063	page-094.jpg	img94-m67	11	63	e:1 g:1 e:1 c:1	4	964	2813	89	25
p094-u064	page-094.jpg	img94-m66	11	64	e:1 g:1 e:1 e:1 c:1 h:2 e:1 h:1	8	1095	2790	130	69
p094-u065	page-094.jpg	img94-m65	11	65	e:1 g:1 e:1 e:1 h:1	5	1275	2802	106	50
p094-u066	page-094.jpg	img94-m62	11	66	a:1 b:1 c:1 a:1 e:1 e:1 h:1	7	1417	2751	89	92
p094-u067	page-094.jpg	img94-m63	11	67	e:1 g:1 e:1 e:1 h:1 a:1 b:1 c:1 a:1 e:1 h:1	11	1576	2728	182	99
p094-u068	page-094.jpg	img94-m69	11	68	e:1 g:1 e:1 c:1 e:1 g:1 e:1 e:1 h:1	9	1936	2832	243	51
p094-u069	page-094.jpg	img94-m64	11	69	e:1 c:2 h:2 e:1 f:1 k:1 f:1 i:1 d:1	9	2233	2792	168	57
p094-u070	page-094.jpg	img94-m76	12	70	e:1 g:1 e:1 e:1 h:1	5	781	2899	90	50
p094-u071	page-094.jpg	img94-m75	12	71	e:1 g:1 e:1 c:1	4	926	2898	90	24
p094-u072	page-094.jpg	img94-m70	12	72	a:1 b:1 c:1 a:1 e:1 e:1 e:1 i:1 d:1 e:1 h:1	11	1047	2848	139	89
p094-u073	page-094.jpg	img94-m73	12	73	e:1 g:1 e:1 e:1 h:1	5	1237	2878	96	50
p094-u074	page-094.jpg	img94-m72	12	74	e:1 g:1 e:1 e:1 h:1	5	1398	2868	100	51
p094-u075	page-094.jpg	img94-m71	12	75	e:1 g:1 e:1 e:1 a:1 b:1 a:1 c:2 e:1 h:1	10	1565	2812	173	95
p094-u076	page-094.jpg	img94-m77	12	76	c:1 a:1 m:1 c:1 a:1 e:1 f:1 f:1 j:1 e:1 c:2 h:2	12	2187	2856	217	73
p094-u077	page-094.jpg	img94-m81	13	77	e:1 c:1 h:2 n:1 e:1 g:1 e:1 e:1 h:1	9	785	2968	162	91
p094-u078	page-094.jpg	img94-m79	13	78	e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1	9	999	2944	167	81
p094-u079	page-094.jpg	img94-m80	13	79	e:1 g:1 e:1 e:1 c:1 h:2 f:1 j:1 e:1 a:1 e:1 b:1 c:1 a:1 e:1 h:1	16	1229	2901	244	113
p094-u080	page-094.jpg	img94-m78	13	80	e:1 g:1 e:1 e:1 f:1 k:1 f:1 i:1 d:1	9	1523	2913	184	65
p094-u081	page-094.jpg	img94-m74	13	81	e:1 c:1 h:2 e:1 g:1 e:1 e:1 e:1 e:1 h:1	10	1935	2890	194	71
p094-u082	page-094.jpg	img94-m83	14	82	e:1 g:1 e:1 c:1 f:1 j:1	6	794	3097	131	34
p094-u083	page-094.jpg	img94-m82	14	83	e:1 a:1 m:1 c:1 a:1 c:2 g:1 e:1 e:1 e:1 h:1	11	1007	3024	210	112
