subset	representation	folio	line	region_id	relation_type	alignment_confidence	sequence_length	predicted_opportunities	unseen_context_count	log_loss_bits	normalized_log_loss	top1_correct_count	top1_accuracy	mean_observed_probability	sequence
relation_1_to_N	ATOMS	f2r	4	f2r-l4-r001	1:N	low	13	11	11	44	1	0	0	0.0625	n:1 e:1 g:1 c:1 e:1 f:1 l:1 f:1 e:1 c:1 h:2 e:1 h:1
relation_1_to_N	EVA	f2r	3	f2r-l3-r003	1:N	low	3	1	1	4.247927513443585	1	0	0	0.05263157894736842	chy
relation_1_to_N	EVA	f2r	4	f2r-l4-r001	1:N	low	7	5	5	21.239637567217926	1	0	0	0.05263157894736842	chaindy
relation_N_to_1	ATOMS	f2r	2	f2r-l2-r002	N:1	low	15	13	11	50.906890595608516	0.9789786653001638	1	0.07692307692307693	0.0686965811965812	e:1 g:1 e:1 a:1 b:1 c:1 a:1 e:1 f:1 f:1 i:1 d:1 e:1 i:1 d:1
relation_N_to_1	ATOMS	f2r	3	f2r-l3-r002	N:1	low	13	11	11	44	1	2	0.18181818181818182	0.0625	e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1 e:1 e:1 h:1 e:1 h:1
relation_N_to_1	ATOMS	f2r	7	f2r-l7-r002	N:1	low	14	12	8	42.33985000288462	0.8820802083934295	4	0.3333333333333333	0.09722222222222221	e:1 g:1 e:1 c:1 f:1 j:1 e:1 c:1 h:2 e:1 f:1 f:1 i:1 d:1
relation_N_to_1	ATOMS	f2r	11	f2r-l11-r004	N:1	low	12	10	9	38.584962500721154	0.9646240625180289	1	0.1	0.07291666666666666	c:1 f:1 j:1 e:1 i:1 d:1 e:1 f:1 k:1 f:1 i:1 d:1
relation_N_to_1	EVA	f2r	2	f2r-l2-r002	N:1	low	5	3	3	12.743782540330756	1	0	0	0.05263157894736842	sshor
relation_N_to_1	EVA	f2r	3	f2r-l3-r002	N:1	low	5	3	3	12.743782540330756	1	0	0	0.05263157894736842	ychor
relation_N_to_1	EVA	f2r	7	f2r-l7-r002	N:1	low	7	5	5	21.239637567217926	1	0	0	0.05263157894736842	choldan
relation_N_to_1	EVA	f2r	11	f2r-l11-r004	N:1	low	12	10	10	42.47927513443585	1	0	0	0.05263157894736842	olsaiinsheey
relation_N_to_M	ATOMS	f2r	1	f2r-l1-r002	N:M	low	36	34	17	118.15525929475828	0.8687886712849874	16	0.47058823529411764	0.10314542483660129	e:1 h:1 a:1 m:1 c:1 a:1 b:1 d:1 e:1 g:1 e:1 c:1 f:1 j:1 e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1 c:1 a:1 e:1 b:1 c:1 a:1 e:1 g:1 e:1 e:1 f:1 f:1 j:1
relation_N_to_M	ATOMS	f2r	1	f2r-l1-r003	N:M	low	33	31	19	109.9285763486064	0.8865207770048903	12	0.3870967741935484	0.0975151640474221	e:1 a:1 b:1 c:1 a:1 b:1 d:1 e:1 h:1 e:1 g:1 e:1 e:1 f:1 k:1 f:1 i:1 d:1 e:1 a:1 b:1 c:1 a:1 g:1 e:1 c:1 f:1 j:1 e:1 i:1 d:1 e:1 h:1
relation_N_to_M	ATOMS	f2r	2	f2r-l2-r003	N:M	low	26	24	1	59.41468523580721	0.6189029712063251	18	0.75	0.20850324444074445	n:1 e:1 g:1 e:1 c:1 f:1 i:1 d:1 e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1 e:1 h:1 e:1 a:1 e:1 b:1 c:1 a:1 g:1 c:1
relation_N_to_M	ATOMS	f2r	4	f2r-l4-r002	N:M	low	54	52	52	208	1	6	0.11538461538461539	0.0625	e:1 g:1 e:1 a:1 m:1 c:1 a:1 c:1 e:1 c:1 h:2 e:1 c:1 h:2 e:1 h:1 e:1 a:1 m:1 c:1 a:1 b:1 d:1 g:1 e:1 e:1 h:1 e:1 c:1 h:2 e:1 f:1 f:1 j:1 e:1 i:1 d:1 e:1 g:1 e:1 c:1 a:1 b:1 c:1 a:1 e:1 f:1 k:1 f:1 i:1 d:1 e:1 c:1 h:2
relation_N_to_M	ATOMS	f2r	5	f2r-l5-r001	N:M	low	17	15	8	53.58331546934491	0.8930552578224151	4	0.26666666666666666	0.10232323232323233	c:1 a:1 m:1 c:1 a:1 c:1 e:1 g:1 e:1 c:1 f:1 i:1 d:1 f:1 j:1 e:1 f:1
relation_N_to_M	ATOMS	f2r	5	f2r-l5-r002	N:M	low	28	26	7	77.18947501009617	0.742206490481694	16	0.6153846153846154	0.13894230769230767	n:1 e:1 g:1 e:1 c:1 e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1 e:1 g:1 e:1 c:1 f:1 j:1 e:1 c:1 h:2 e:1 f:1 f:1 i:1 d:1
relation_N_to_M	ATOMS	f2r	5	f2r-l5-r003	N:M	low	24	22	13	83.1350272260738	0.9447162184781114	3	0.13636363636363635	0.08131798756798758	e:1 h:1 a:1 e:1 b:1 c:1 a:1 e:1 g:1 e:1 e:1 f:1 k:1 f:1 i:1 d:1 e:1 c:1 h:2 e:1 f:1 f:1 i:1 d:1
relation_N_to_M	ATOMS	f2r	6	f2r-l6-r001	N:M	low	21	19	19	76	1	0	0	0.0625	e:1 i:1 d:1 e:1 f:1 k:1 f:1 i:1 d:1 e:1 c:1 h:2 e:1 f:1 l:1 f:1 i:1 d:1 e:1 c:1 h:2
relation_N_to_M	ATOMS	f2r	6	f2r-l6-r002	N:M	low	17	15	10	54.661778097771986	0.9110296349628665	5	0.3333333333333333	0.0887037037037037	e:1 c:1 h:2 a:1 b:1 c:1 a:1 c:1 f:1 j:1 e:1 i:1 d:1 c:1 f:1 i:1 d:1
relation_N_to_M	ATOMS	f2r	6	f2r-l6-r003	N:M	low	40	38	11	102.77511442978977	0.6761520686170379	23	0.6052631578947368	0.21880435311162866	e:1 h:1 a:1 m:1 c:1 a:1 c:1 f:1 j:1 e:1 c:1 h:2 e:1 h:1 e:1 c:1 h:2 e:1 g:1 e:1 c:1 f:1 j:1 e:1 c:1 h:2 e:1 g:1 e:1 e:1 h:1 c:2 a:1 m:1 c:1 a:1 g:1 e:1 e:1 h:1
relation_N_to_M	ATOMS	f2r	7	f2r-l7-r001	N:M	low	28	26	9	80.18947501009622	0.7710526443278483	17	0.6538461538461539	0.12996794871794867	n:1 e:1 g:1 e:1 c:1 f:1 i:1 d:1 e:1 a:1 b:1 c:1 a:1 g:1 e:1 e:1 h:1 e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1 e:1 h:1
relation_N_to_M	ATOMS	f2r	8	f2r-l8-r002	N:M	low	40	38	13	107.19768013069658	0.705247895596688	22	0.5789473684210527	0.1893953376345017	n:1 e:1 g:1 e:1 e:1 f:1 k:1 f:1 i:1 d:1 a:1 m:1 c:1 e:1 h:1 e:1 i:1 d:1 n:1 e:1 g:1 e:1 c:1 f:1 j:1 a:1 b:1 c:1 a:1 b:1 d:1 c:1 e:1 c:1 h:2 e:1 f:1 f:1 i:1 d:1
relation_N_to_M	ATOMS	f2r	8	f2r-l8-r003	N:M	low	46	44	16	140.1749960689374	0.7964488413007806	20	0.45454545454545453	0.13589169668715126	e:1 h:1 a:1 b:1 c:1 a:1 n:1 e:1 g:1 e:1 c:1 f:1 j:1 n:1 e:1 g:1 e:1 e:1 e:1 e:1 h:1 e:1 c:1 h:2 e:1 f:1 k:1 f:1 j:1 e:1 c:1 h:2 e:1 h:1 e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1 c:1 f:1 j:1
relation_N_to_M	ATOMS	f2r	9	f2r-l9-r002	N:M	low	45	43	43	172	1	6	0.13953488372093023	0.0625	a:1 b:1 c:1 a:1 c:1 f:1 j:1 n:1 e:1 g:1 e:1 e:1 e:1 e:1 h:1 n:1 e:1 g:1 e:1 a:1 m:1 c:1 a:1 b:1 c:1 a:1 e:1 e:1 h:1 e:1 h:1 a:1 b:1 c:1 a:1 c:1 e:1 c:1 h:2 e:1 h:1 e:1 i:1 d:1 c:1
relation_N_to_M	ATOMS	f2r	9	f2r-l9-r003	N:M	low	14	12	9	47.076815597050825	0.9807669916052255	1	0.08333333333333333	0.06863425925925926	e:1 g:1 e:1 c:1 f:1 j:1 e:1 h:1 a:1 b:1 c:1 a:1 e:1 h:1
relation_N_to_M	ATOMS	f2r	9	f2r-l9-r004	N:M	low	30	28	14	92.4934811969863	0.8258346535445205	12	0.42857142857142855	0.11339285714285711	e:1 c:1 h:2 e:1 f:1 l:1 f:1 i:1 d:1 e:1 i:1 d:1 e:1 f:1 k:1 f:1 i:1 d:1 e:1 c:1 h:2 e:1 f:1 f:1 i:1 d:1 l:1 f:1 i:1 d:1
relation_N_to_M	ATOMS	f2r	10	f2r-l10-r001	N:M	low	26	24	9	72.55499838998526	0.7557812332290131	13	0.5416666666666666	0.16700411856661856	m:1 a:1 n:1 c:1 i:1 a:1 b:1 c:1 a:1 e:1 h:1 e:1 g:1 e:1 c:1 f:1 j:1 e:1 f:1 k:1 f:1 i:1 d:1 c:1 f:1 j:1
relation_N_to_M	ATOMS	f2r	10	f2r-l10-r002	N:M	low	20	18	4	50.48264040810513	0.7011477834459046	11	0.6111111111111112	0.1769387248553915	n:1 e:1 g:1 e:1 e:1 a:1 b:1 c:1 a:1 e:1 h:1 e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1
relation_N_to_M	ATOMS	f2r	10	f2r-l10-r003	N:M	low	23	21	4	62.900042501904906	0.7488100297845822	13	0.6190476190476191	0.16297327011612722	e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1 e:1 e:1 h:1 a:1 b:1 c:1 a:1 e:1 c:1 f:1 j:1 n:1 e:1 g:1 e:1
relation_N_to_M	ATOMS	f2r	11	f2r-l11-r001	N:M	low	18	16	4	44.753457238129045	0.6992727693457663	9	0.5625	0.19511339355089355	e:1 h:1 e:1 g:1 e:1 e:1 f:1 l:1 f:1 i:1 d:1 e:1 c:1 h:2 e:1 f:1 f:1 j:1
relation_N_to_M	ATOMS	f2r	11	f2r-l11-r002	N:M	low	25	23	8	71.31712992638454	0.7751861948520059	10	0.43478260869565216	0.14199447895100067	e:1 g:1 e:1 e:1 h:1 e:1 c:1 h:2 e:1 f:1 f:1 j:1 c:1 f:1 i:1 d:1 n:1 e:1 g:1 e:1 e:1 f:1 f:1 i:1 d:1
relation_N_to_M	ATOMS	f2r	12	f2r-l12-r002	N:M	low	24	22	9	70.97168387400667	0.8064964076591667	9	0.4090909090909091	0.12638403263403264	e:1 g:1 e:1 e:1 h:1 e:1 g:1 e:1 c:1 f:1 i:1 d:1 e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1 c:1 f:1 i:1 d:1
relation_N_to_M	ATOMS	f2r	12	f2r-l12-r003	N:M	low	28	26	10	84.20739691809347	0.8096865088278218	14	0.5384615384615384	0.11965811965811961	e:1 h:1 c:1 f:1 i:1 d:1 e:1 f:1 f:1 i:1 d:1 e:1 g:1 e:1 e:1 f:1 f:1 i:1 d:1 e:1 i:1 d:1 e:1 f:1 k:1 f:1 i:1 d:1
relation_N_to_M	ATOMS	f2r	12	f2r-l12-r004	N:M	low	29	27	27	108	1	4	0.14814814814814814	0.0625	e:1 g:1 e:1 e:1 a:1 e:1 b:1 c:1 a:1 e:1 h:1 e:1 g:1 e:1 e:1 h:1 a:1 b:1 c:1 a:1 e:1 h:1 d:1 e:1 j:1 e:1 f:1 f:1 j:1
relation_N_to_M	ATOMS	f2r	13	f2r-l13-r001	N:M	low	43	41	5	108.12580636390281	0.6593036973408708	27	0.6585365853658537	0.2005152367957246	n:1 e:1 g:1 e:1 c:1 e:1 h:1 e:1 a:1 b:1 c:1 a:1 e:1 e:1 h:1 e:1 g:1 e:1 e:1 e:1 h:1 e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1 e:1 g:1 e:1 e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1 e:1 h:1
relation_N_to_M	ATOMS	f2v	1	f2v-l1-r002	N:M	low	48	46	46	184	1	4	0.08695652173913043	0.0625	e:1 g:1 e:1 e:1 c:1 a:1 e:1 b:1 c:1 a:1 b:1 d:1 e:1 g:1 e:1 c:1 f:1 i:1 d:1 c:1 a:1 e:1 b:1 c:1 a:1 e:1 f:1 k:1 f:1 i:1 d:1 c:1 e:1 c:1 h:2 e:1 f:1 l:1 f:1 i:1 d:1 e:1 g:1 e:1 c:1 f:1 i:1 d:1
relation_N_to_M	ATOMS	f2v	1	f2v-l1-r003	N:M	low	19	17	7	55.25871324015922	0.8126281358846944	7	0.4117647058823529	0.12621063576945932	e:1 c:1 h:2 e:1 f:1 l:1 f:1 i:1 d:1 n:1 e:1 g:1 e:1 a:1 m:1 c:1 a:1 e:1 h:1
relation_N_to_M	ATOMS	f2v	2	f2v-l2-r001	N:M	low	29	27	27	108	1	3	0.1111111111111111	0.0625	a:1 b:1 c:1 a:1 e:1 g:1 e:1 c:1 a:1 b:1 c:1 a:1 e:1 g:1 e:1 e:1 h:1 n:1 e:1 g:1 e:1 c:1 n:1 e:1 g:1 e:1 c:1 f:1 j:1
relation_N_to_M	ATOMS	f2v	2	f2v-l2-r002	N:M	low	31	29	5	70.32682858531123	0.6062657636664761	18	0.6206896551724138	0.233033703393744	a:1 m:1 c:1 a:1 e:1 b:1 c:1 a:1 e:1 g:1 e:1 c:1 f:1 j:1 c:1 e:1 e:1 e:1 e:1 i:1 d:1 a:1 m:1 c:1 a:1 e:1 b:1 c:1 a:1 e:1 h:1
relation_N_to_M	ATOMS	f2v	2	f2v-l2-r003	N:M	low	16	14	14	56	1	0	0	0.0625	e:1 g:1 e:1 c:1 e:1 i:1 d:1 e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1
relation_N_to_M	ATOMS	f2v	3	f2v-l3-r002	N:M	low	43	41	12	119.9274089028851	0.7312646884322263	21	0.5121951219512195	0.17724430041503214	e:1 g:1 e:1 c:1 e:1 i:1 d:1 n:1 f:1 j:1 e:1 g:1 e:1 e:1 h:1 e:1 g:1 e:1 c:1 f:1 j:1 e:1 g:1 e:1 c:1 e:1 c:1 h:2 e:1 h:1 e:1 g:1 e:1 c:1 e:1 c:1 h:2 e:1 f:1 l:1 f:1 i:1 d:1
relation_N_to_M	ATOMS	f2v	3	f2v-l3-r003	N:M	low	22	20	2	51.746825911767274	0.646835323897091	13	0.65	0.2128302253302253	e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1 e:1 c:1 h:2 e:1 g:1 e:1 e:1 h:1 e:1 f:1 k:1 f:1 i:1 d:1
relation_N_to_M	ATOMS	f2v	4	f2v-l4-r001	N:M	low	33	31	12	101.50151653067488	0.8185606171828619	13	0.41935483870967744	0.1222222222222222	n:1 e:1 g:1 e:1 c:1 e:1 g:1 e:1 c:1 f:1 j:1 c:1 e:1 g:1 e:1 e:1 c:1 f:1 i:1 d:1 e:1 g:1 e:1 c:1 e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1
relation_N_to_M	ATOMS	f2v	5	f2v-l5-r002	N:M	low	28	26	11	85.86754691520882	0.8256494895693156	13	0.5	0.11501068376068374	n:1 e:1 g:1 e:1 e:1 h:1 e:1 c:1 h:2 e:1 l:1 f:1 k:1 f:1 i:1 d:1 e:1 g:1 e:1 e:1 a:1 b:1 c:1 a:1 g:1 c:1 e:1 h:1
relation_N_to_M	ATOMS	f2v	5	f2v-l5-r003	N:M	low	10	8	8	32	1	0	0	0.0625	e:1 i:1 d:1 n:1 e:1 g:1 e:1 e:1 e:1 h:1
relation_N_to_M	ATOMS	f2v	5	f2v-l5-r004	N:M	low	22	20	3	52.38042242630941	0.6547552803288677	15	0.75	0.19327651515151512	e:1 c:1 h:2 c:1 f:1 i:1 d:1 e:1 g:1 e:1 c:1 f:1 j:1 e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1
relation_N_to_M	ATOMS	f2v	6	f2v-l6-r001	N:M	low	39	37	10	114.78443332454823	0.7755704954361367	18	0.4864864864864865	0.1393871143871144	e:1 c:1 h:2 c:1 f:1 i:1 d:1 e:1 g:1 e:1 c:1 f:1 j:1 e:1 g:1 e:1 c:1 f:1 i:1 d:1 e:1 g:1 e:1 c:1 f:1 j:1 a:1 b:1 c:1 a:1 e:1 c:1 f:1 j:1 e:1 g:1 e:1 e:1 h:1
relation_N_to_M	ATOMS	f2v	6	f2v-l6-r003	N:M	low	29	27	27	108	1	2	0.07407407407407407	0.0625	e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1 c:1 a:1 m:1 c:1 a:1 e:1 g:1 e:1 c:1 f:1 i:1 d:1 e:1 g:1 e:1 e:1 f:1 f:1 i:1 d:1
relation_N_to_M	ATOMS	f2v	7	f2v-l7-r001	N:M	low	23	21	4	64.13708169920575	0.7635366868953065	13	0.6190476190476191	0.1561293204150347	e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1 e:1 g:1 e:1 c:1 a:1 m:1 c:1 a:1 e:1 g:1 e:1 e:1 e:1 h:1
relation_N_to_M	ATOMS	f2v	7	f2v-l7-r003	N:M	low	27	25	12	89.47050543293095	0.8947050543293095	7	0.28	0.10191919191919192	e:1 g:1 e:1 c:1 a:1 b:1 c:1 a:1 e:1 c:1 e:1 i:1 d:1 e:1 g:1 e:1 e:1 e:1 e:1 i:1 d:1 e:1 g:1 e:1 e:1 i:1 d:1
relation_N_to_M	ATOMS	f2v	8	f2v-l8-r001	N:M	low	35	33	19	111.71919089243825	0.8463575067608958	12	0.36363636363636365	0.12397650749923476	e:1 g:1 e:1 c:1 a:1 b:1 c:1 a:1 c:1 f:1 n:1 c:2 g:1 e:1 e:1 e:1 g:1 e:1 c:1 f:1 i:1 d:1 e:1 g:1 e:1 e:1 c:1 f:1 j:1 e:1 g:1 e:1 c:1 f:1 j:1
relation_N_to_M	EVA	f2r	1	f2r-l1-r002	N:M	low	17	15	8	53.76271144532609	0.8437480987325561	5	0.3333333333333333	0.11311212007474401	ypcholdaiinotchal
relation_N_to_M	EVA	f2r	1	f2r-l1-r003	N:M	low	15	13	7	47.43600681849839	0.8589891399688576	5	0.38461538461538464	0.09494658236077	ypchaiinckholsy
relation_N_to_M	EVA	f2r	2	f2r-l2-r003	N:M	low	7	5	5	21.239637567217926	1	0	0	0.05263157894736842	cthycth
relation_N_to_M	EVA	f2r	4	f2r-l4-r002	N:M	low	19	17	12	67.5761087121654	0.9357657836162747	3	0.17647058823529413	0.07234839015697811	dycphydalschokaiind
relation_N_to_M	EVA	f2r	5	f2r-l5-r001	N:M	low	9	7	6	28.294920002719117	0.9515537673765807	1	0.14285714285714285	0.06552094522019333	otochoral
relation_N_to_M	EVA	f2r	5	f2r-l5-r002	N:M	low	15	13	8	45.93797995454852	0.8318623033352828	5	0.38461538461538464	0.11093974251868986	shodaiincholdan
relation_N_to_M	EVA	f2r	5	f2r-l5-r003	N:M	low	11	9	5	32.46905725544835	0.8492783873938063	4	0.4444444444444444	0.0927318295739348	ytchaiindan
relation_N_to_M	EVA	f2r	6	f2r-l6-r001	N:M	low	10	8	2	23.763409844004357	0.6992648111578925	6	0.75	0.1467603792088918	saiindaind
relation_N_to_M	EVA	f2r	6	f2r-l6-r002	N:M	low	7	5	3	19.94345488516712	0.938973408658753	1	0.2	0.06967418546365914	dkolsor
relation_N_to_M	EVA	f2r	6	f2r-l6-r003	N:M	low	19	17	17	72.21476772854095	1	0	0	0.052631578947368404	ytoldydcholdchycthy
relation_N_to_M	EVA	f2r	7	f2r-l7-r001	N:M	low	14	12	6	44.4214220259518	0.8714332241108469	4	0.3333333333333333	0.0939486397152301	shorckhydaiiny
relation_N_to_M	EVA	f2r	8	f2r-l8-r002	N:M	low	14	12	8	44.0013976740032	0.863193434420868	4	0.3333333333333333	0.09512912716574042	shaiinqoysshol
relation_N_to_M	EVA	f2r	8	f2r-l8-r003	N:M	low	23	21	19	87.91029510026448	0.985469859204465	1	0.047619047619047616	0.056689342403628086	fodanyksholsheeydaiildy
relation_N_to_M	EVA	f2r	9	f2r-l9-r002	N:M	low	20	18	15	72.51449784677185	0.9483643967464439	2	0.1111111111111111	0.07065974114029033	kolsheeyqokeyykodyso
relation_N_to_M	EVA	f2r	9	f2r-l9-r003	N:M	low	7	5	3	19.94345488516712	0.938973408658753	1	0.2	0.06967418546365914	cholyky
relation_N_to_M	EVA	f2r	9	f2r-l9-r004	N:M	low	11	9	6	33.90962984683432	0.8869587905453546	3	0.3333333333333333	0.08270676691729323	daindaiirol
relation_N_to_M	EVA	f2r	10	f2r-l10-r001	N:M	low	16	14	8	51.44165848627498	0.8649874947165499	5	0.35714285714285715	0.09429287504475471	qokycholaiinshol
relation_N_to_M	EVA	f2r	10	f2r-l10-r002	N:M	low	10	8	4	26.279422433323795	0.7733012848664513	4	0.5	0.13203007518796991	shekydaiin
relation_N_to_M	EVA	f2r	10	f2r-l10-r003	N:M	low	14	12	8	48.51400933049966	0.9517191849626562	2	0.16666666666666666	0.06648868548182048	ctheykeolsaiin
relation_N_to_M	EVA	f2r	11	f2r-l11-r001	N:M	low	9	7	6	28.294920002719117	0.9515537673765807	1	0.14285714285714285	0.06552094522019333	ychaindal
relation_N_to_M	EVA	f2r	11	f2r-l11-r002	N:M	low	12	10	5	40.162544212947665	0.9454620891209574	2	0.2	0.06793069630598234	chydalorshan
relation_N_to_M	EVA	f2r	12	f2r-l12-r002	N:M	low	12	10	4	37.98500602739548	0.8942008993134374	3	0.3	0.08564890487087282	chychorcthor
relation_N_to_M	EVA	f2r	12	f2r-l12-r003	N:M	low	14	12	9	48.23837488788624	0.9463119512441526	2	0.16666666666666666	0.06725146198830408	yoranchansaiin
relation_N_to_M	EVA	f2r	12	f2r-l12-r004	N:M	low	13	11	6	40.503581130782734	0.8668094564959123	4	0.36363636363636365	0.09176102311113749	chetychykysal
relation_N_to_M	EVA	f2r	13	f2r-l13-r001	N:M	low	23	21	15	86.42841570927433	0.9688580679104933	2	0.09523809523809523	0.06362178738772395	shoykeeycheydaiinchcthy
relation_N_to_M	EVA	f2v	1	f2v-l1-r002	N:M	low	24	22	13	87.80834341600287	0.9395848503675381	4	0.18181818181818182	0.071284931696831	cheopchorotaiinodainchor
relation_N_to_M	EVA	f2v	1	f2v-l1-r003	N:M	low	8	6	3	22.750809807224723	0.8926239024883047	2	0.3333333333333333	0.08187134502923976	dairshty
relation_N_to_M	EVA	f2v	2	f2v-l2-r001	N:M	low	11	9	5	37.22394475761181	0.9736498207343518	1	0.1111111111111111	0.060985797827903095	kchokchysho
relation_N_to_M	EVA	f2v	2	f2v-l2-r002	N:M	low	20	18	10	70.8034879861716	0.9259873427440269	4	0.2222222222222222	0.07547855145109147	sholqotcholoeeesqoty
relation_N_to_M	EVA	f2v	2	f2v-l2-r003	N:M	low	9	7	5	26.854347411333134	0.9031075347531611	2	0.2857142857142857	0.07841031149301826	chordaiin
relation_N_to_M	EVA	f2v	3	f2v-l3-r002	N:M	low	24	22	20	93.74318511442922	1.003090061059791	0	0	0.05217589428115741	chorlshycholchodychodain
relation_N_to_M	EVA	f2v	3	f2v-l3-r003	N:M	low	11	9	2	25.842186957388478	0.6759423500729259	6	0.6666666666666666	0.15787999252021623	chcthydaiin
relation_N_to_M	EVA	f2v	4	f2v-l4-r001	N:M	low	21	19	9	66.70445571282795	0.8264643913720986	8	0.42105263157894735	0.11132063568532313	shocholocheorchodaiin
relation_N_to_M	EVA	f2v	5	f2v-l5-r002	N:M	low	16	14	7	52.55690204995064	0.8837402286782658	5	0.35714285714285715	0.08413891872538486	shydaiiinchckhoy
relation_N_to_M	EVA	f2v	5	f2v-l5-r003	N:M	low	7	5	0	20.507869146450897	0.9655470382462427	1	0.2	0.06583850931677018	sheydor
relation_N_to_M	EVA	f2v	5	f2v-l5-r004	N:M	low	9	7	4	26.99873732066831	0.9079633449899757	2	0.2857142857142857	0.07769423558897241	choldaiin
relation_N_to_M	EVA	f2v	6	f2v-l6-r001	N:M	low	19	17	14	72.64793745654647	1.0059983538219472	0	0	0.051747014595311794	dorcholchorcholkeol
relation_N_to_M	EVA	f2v	6	f2v-l6-r003	N:M	low	19	17	13	69.01668130355138	0.9557142323435653	2	0.11764705882352941	0.06704100404463842	chtydaiinotchorchan
relation_N_to_M	EVA	f2v	7	f2v-l7-r001	N:M	low	13	11	2	35.85177673835027	0.7672570731125776	6	0.5454545454545454	0.1215588378059774	daiinchotchey
relation_N_to_M	EVA	f2v	7	f2v-l7-r003	N:M	low	15	13	10	51.12385249145423	0.925770043240734	2	0.15384615384615385	0.08550178352119485	chokeoscheeschr
relation_N_to_M	EVA	f2v	8	f2v-l8-r001	N:M	low	22	20	7	66.6141619947353	0.7840783745004924	8	0.4	0.14570381217346695	chokoishechorcheolchol
